
5,Unknown,Unknown,Unknown,19:45:49,02/12/2024,Present
30,Unknown,Unknown,Unknown,19:46:02,02/12/2024,Present
30,Unknown,Unknown,Unknown,19:46:02,02/12/2024,Present
